SID,科目コード,評点
000969,00620205710030,77
001343,00620171639706,75
000452,00620171639706,82
000546,00620171639706,69
001422,00620171639706,85
001339,00620171639706,76
000918,00620171639706,76
000683,00620171639706,76
001081,00620171639706,79
001163,00620171639706,85
000906,00620171639706,79
000653,00620171639706,75
000682,00620171639706,66
000330,00620171639706,83
000955,00120191740113,80
000307,00120191740113,71
000549,00120191740113,86
000219,00120191740113,86
001000,00120191740113,83
000176,00120191740113,72
000722,00120191740113,77
000225,00120191740113,80
000290,00120191740113,83
001422,00120191740113,78
000391,00120191740113,81
000089,00120191740113,76
000388,00120191740113,75
000141,00120191740113,69
000895,00120191740113,81
000369,00120191740113,84
000609,00120191740113,77
000121,00120191740113,87
000484,00120191740113,73
001209,00120191740113,71
001316,00120191740113,69
000969,00120191740113,81
001295,00120191740113,91
000955,00420215560039,77
000452,00420215560039,86
000555,00420215560039,85
000327,00420215560039,79
001044,00420215560039,79
000754,00420215560039,77
001405,00420215560039,70
001413,00420215560039,87
000255,00420215560039,91
000524,00420215560039,80
001316,00420215560039,69
001084,00420215560039,77
000278,00420215560039,81
000781,00420215560039,81
000177,00420215560039,79
001243,00420215560039,78
001257,00420215560039,80
000969,00420215560039,79
000266,00420215560039,73
000129,00420215560039,79
000955,00320185710049,74
000603,00320185710049,74
000333,00320185710049,84
001094,00320185710049,76
001285,00320185710049,74
000546,00320185710049,70
001014,00320185710049,83
001067,00320185710049,71
000527,00320185710049,82
001440,00320185710049,70
000403,00320185710049,76
000549,00320185710049,87
001257,00320185710049,81
000955,00320181639595,83
000603,00320181639595,67
001094,00320181639595,83
001444,00320181639595,79
000513,00320181639595,77
001067,00320181639595,64
000307,00320181639595,76
001199,00320181639595,80
000527,00320181639595,86
000077,00320181639595,85
000420,00320181639595,79
000555,00320181639595,82
001128,00320181639595,87
001323,00320181639595,69
001188,00320181639595,80
000987,00320181639595,76
000503,00320181639595,72
000992,00320181639595,85
000873,00320181539329,75
001094,00320181539329,84
001285,00320181539329,72
000513,00320181539329,74
001140,00320181539329,80
001067,00320181539329,72
000307,00320181539329,69
000420,00320181539329,82
000403,00320181539329,79
000549,00320181539329,85
000225,00320181539329,79
001309,00320181539329,71
000266,00320181539329,70
000873,00320201930036,77
000727,00320201930036,77
000603,00320201930036,75
000333,00320201930036,82
001285,00320201930036,69
000546,00320201930036,70
001444,00320201930036,78
001014,00320201930036,82
001199,00320201930036,86
000527,00320201930036,84
001440,00320201930036,73
001282,00320201930036,76
001128,00320201930036,80
001188,00320201930036,74
000737,00320201930036,87
000278,00320201930036,73
000873,00420161760041,82
000778,00420161760041,79
000333,00420161760041,81
000546,00420161760041,72
001067,00420161760041,75
000555,00420161760041,84
000549,00420161760041,82
001079,00420161760041,76
000737,00420161760041,84
000327,00420161760041,85
001044,00420161760041,74
001314,00420161760041,77
001405,00420161760041,69
001413,00420161760041,83
000255,00420161760041,99
000524,00420161760041,71
001316,00420161760041,76
000278,00420161760041,75
000240,00420161760041,74
000765,00420161760041,77
000177,00420161760041,86
001243,00420161760041,78
000969,00420161760041,79
000266,00420161760041,81
000987,00420161760041,78
001223,00420201529404,78
001128,00420201529404,84
001188,00420201529404,79
000653,00420201529404,77
000682,00420201529404,63
000327,00420201529404,83
001314,00420201529404,72
001405,00420201529404,69
000255,00420201529404,89
000524,00420201529404,71
001316,00420201529404,73
001084,00420201529404,74
000278,00420201529404,83
000240,00420201529404,75
000765,00420201529404,78
000177,00420201529404,88
001243,00420201529404,81
001257,00420201529404,76
000129,00420201529404,83
001223,00620195710057,82
000961,00620195710057,83
001067,00620195710057,69
000914,00620195710057,86
000388,00620195710057,77
001079,00620195710057,78
000918,00620195710057,84
000532,00620195710057,68
001260,00620195710057,88
000906,00620195710057,73
000653,00620195710057,79
000682,00620195710057,67
001316,00620195710057,73
001084,00620195710057,74
000503,00620195710057,66
001223,00320191740148,78
000727,00320191740148,77
000603,00320191740148,76
001094,00320191740148,83
000546,00320191740148,69
000411,00320191740148,93
001014,00320191740148,76
000580,00320191740148,81
001140,00320191740148,78
000527,00320191740148,79
000077,00320191740148,86
001166,00320191740148,85
000403,00320191740148,80
000555,00320191740148,89
000549,00320191740148,84
001188,00320191740148,71
000225,00320191740148,78
000100,00320191740148,73
000369,00320191740148,85
001081,00320191740148,79
000948,00320191740148,77
001060,00320191740148,81
001223,00520201950029,77
000307,00520201950029,71
000179,00520201950029,77
000724,00520201950029,69
000839,00520201950029,95
001150,00520201950029,81
001175,00520201950029,86
000987,00520201950029,76
001062,00520201950029,86
000948,00520201950029,88
000449,00520201950029,82
000436,00520201950029,85
001030,00520201950029,71
000992,00520201950029,83
000827,00520201950029,85
001359,00520201950029,62
001223,00320211730100,78
000603,00320211730100,74
001094,00320211730100,85
001285,00320211730100,71
000546,00320211730100,67
001014,00320211730100,78
001140,00320211730100,74
000152,00320211730100,80
000077,00320211730100,87
000492,00320211730100,78
001166,00320211730100,85
000420,00320211730100,76
000179,00320211730100,84
001440,00320211730100,74
000403,00320211730100,75
000549,00320211730100,79
000914,00320211730100,86
000100,00320211730100,74
000121,00320211730100,98
001163,00320211730100,87
001060,00320211730100,81
001030,00320211730100,68
000696,00120181555065,74
000727,00120181555065,76
000219,00120181555065,96
001000,00120181555065,84
000225,00120181555065,83
000771,00120181555065,67
000100,00120181555065,80
001422,00120181555065,77
000391,00120181555065,86
000318,00120181555065,76
000895,00120181555065,63
000032,00120181555065,84
001301,00120181555065,75
000369,00120181555065,82
000121,00120181555065,90
001338,00120181555065,87
000484,00120181555065,75
000330,00120181555065,77
000052,00120181555065,81
000696,00320211548549,71
001285,00320211548549,73
000546,00320211548549,65
001140,00320211548549,79
001067,00320211548549,65
001199,00320211548549,80
000527,00320211548549,82
000077,00320211548549,79
001166,00320211548549,78
000549,00320211548549,85
001128,00320211548549,84
001323,00320211548549,72
001422,00320211548549,73
000330,00320211548549,79
000696,00420181730061,76
000580,00420181730061,81
000179,00420181730061,81
000290,00420181730061,84
000141,00420181730061,73
000369,00420181730061,86
000484,00420181730061,82
000653,00420181730061,77
001314,00420181730061,81
000754,00420181730061,73
001405,00420181730061,70
000524,00420181730061,88
000240,00420181730061,84
001257,00420181730061,72
000266,00420181730061,79
000129,00420181730061,87
000648,00420181730061,83
000696,00320171930052,72
000727,00320171930052,80
000603,00320171930052,72
000333,00320171930052,80
001285,00320171930052,67
000411,00320171930052,93
001014,00320171930052,79
000513,00320171930052,74
001067,00320171930052,63
000152,00320171930052,79
000307,00320171930052,69
000549,00320171930052,84
001282,00320171930052,66
001128,00320171930052,84
001188,00320171930052,71
000722,00320171930052,76
000369,00320171930052,81
000096,00320171930052,81
000121,00320171930052,91
000682,00320171930052,69
001359,00320171930052,71
000696,00320201548603,67
000727,00320201548603,80
000333,00320201548603,84
001444,00320201548603,82
001014,00320201548603,83
001140,00320201548603,82
000492,00320201548603,78
001166,00320201548603,83
000420,00320201548603,77
001323,00320201548603,73
001188,00320201548603,67
000225,00320201548603,80
000089,00320201548603,75
000484,00320201548603,78
000906,00320201548603,67
001060,00320201548603,76
000696,00520211579320,67
001260,00520211579320,82
000765,00520211579320,72
001150,00520211579320,79
001175,00520211579320,77
000782,00520211579320,76
001062,00520211579320,92
000948,00520211579320,77
000503,00520211579320,70
000746,00520211579320,83
001030,00520211579320,73
000827,00520211579320,95
001359,00520211579320,58
000696,00620171730100,78
001094,00620171730100,77
000403,00620171730100,75
001339,00620171730100,82
001079,00620171730100,82
000918,00620171730100,86
000532,00620171730100,79
000683,00620171730100,72
001163,00620171730100,86
000737,00620171730100,82
001260,00620171730100,92
000906,00620171730100,74
000653,00620171730100,79
000682,00620171730100,55
000948,00620171730100,82
000961,00520195570042,70
000290,00520195570042,87
000369,00520195570042,82
001338,00520195570042,86
000255,00520195570042,94
000782,00520195570042,78
000648,00520195570042,77
000948,00520195570042,82
000449,00520195570042,81
000503,00520195570042,73
001060,00520195570042,68
000746,00520195570042,83
001030,00520195570042,74
001295,00520195570042,87
000243,00520195570042,77
000992,00520195570042,82
000961,00120181554964,79
001014,00120181554964,78
000219,00120181554964,93
000176,00120181554964,77
000722,00120181554964,81
000225,00120181554964,77
001309,00120181554964,70
000914,00120181554964,88
000100,00120181554964,74
000391,00120181554964,86
000318,00120181554964,79
000089,00120181554964,70
000388,00120181554964,77
000141,00120181554964,76
000895,00120181554964,73
000014,00120181554964,82
001236,00120181554964,85
000032,00120181554964,83
000369,00120181554964,85
000096,00120181554964,81
000609,00120181554964,73
000121,00120181554964,93
001209,00120181554964,76
000969,00120181554964,78
000961,00420191562894,76
000778,00420191562894,75
001444,00420191562894,81
000411,00420191562894,89
000307,00420191562894,67
000179,00420191562894,84
001000,00420191562894,86
000895,00420191562894,78
000327,00420191562894,82
001044,00420191562894,82
001314,00420191562894,66
000754,00420191562894,70
001413,00420191562894,85
001084,00420191562894,88
000278,00420191562894,77
000781,00420191562894,84
000969,00420191562894,78
000266,00420191562894,75
000129,00420191562894,83
001150,00420191562894,81
000449,00420191562894,85
000961,00520181750020,82
001199,00520181750020,81
001236,00520181750020,90
000369,00520181750020,84
001209,00520181750020,77
001081,00520181750020,74
001163,00520181750020,86
000724,00520181750020,69
000987,00520181750020,77
001062,00520181750020,88
000648,00520181750020,79
000948,00520181750020,83
000503,00520181750020,62
000436,00520181750020,80
001030,00520181750020,75
000243,00520181750020,75
001359,00520181750020,65
000741,00620201730061,71
000513,00620201730061,77
000318,00620201730061,79
000895,00620201730061,74
001339,00620201730061,82
001079,00620201730061,78
000532,00620201730061,66
001260,00620201730061,88
000906,00620201730061,68
000653,00620201730061,74
000682,00620201730061,73
000330,00620201730061,80
000741,00620201519310,77
000253,00620201519310,82
001323,00620201519310,72
001339,00620201519310,84
000918,00620201519310,84
000532,00620201519310,71
001081,00620201519310,70
000906,00620201519310,76
000052,00620201519310,78
000648,00620201519310,79
000741,00420181570285,78
000513,00420181570285,74
001140,00420181570285,82
000914,00420181570285,87
001044,00420181570285,72
000754,00420181570285,70
001413,00420181570285,81
000255,00420181570285,90
001316,00420181570285,72
000240,00420181570285,76
000781,00420181570285,84
000765,00420181570285,75
000177,00420181570285,79
001243,00420181570285,81
001257,00420181570285,70
000969,00420181570285,76
000266,00420181570285,79
000129,00420181570285,83
001030,00420181570285,74
000741,00120185520010,76
000722,00120185520010,75
000225,00120185520010,81
001309,00120185520010,66
000290,00120185520010,85
000771,00120185520010,73
000914,00120185520010,84
001117,00120185520010,85
000391,00120185520010,82
000318,00120185520010,71
000575,00120185520010,78
000141,00120185520010,65
000895,00120185520010,85
000369,00120185520010,88
001413,00120185520010,81
000741,00620181519158,80
001422,00620181519158,84
001079,00620181519158,76
000918,00620181519158,89
000532,00620181519158,74
000683,00620181519158,75
001081,00620181519158,73
000737,00620181519158,77
001269,00620181519158,85
000906,00620181519158,74
000653,00620181519158,78
000682,00620181519158,58
000330,00620181519158,81
000278,00620181519158,75
000436,00620181519158,78
000253,00620185710022,82
000778,00620185710022,77
000580,00620185710022,90
001339,00620185710022,75
000918,00620185710022,87
001163,00620185710022,89
001269,00620185710022,86
000653,00620185710022,79
000052,00620185710022,73
000782,00620185710022,79
000449,00620185710022,73
000253,00120181740040,80
000920,00120181740040,77
000452,00120181740040,83
001000,00120181740040,92
000722,00120181740040,81
000225,00120181740040,80
000771,00120181740040,75
000914,00120181740040,86
000100,00120181740040,76
000391,00120181740040,77
000388,00120181740040,80
000014,00120181740040,79
001236,00120181740040,79
000032,00120181740040,88
001301,00120181740040,73
000096,00120181740040,76
000609,00120181740040,82
001338,00120181740040,86
001260,00120181740040,93
001413,00120181740040,86
000253,00520181562886,84
001140,00520181562886,78
000653,00520181562886,78
000240,00520181562886,78
000724,00520181562886,69
001150,00520181562886,79
000782,00520181562886,76
000987,00520181562886,75
001062,00520181562886,86
000948,00520181562886,81
001060,00520181562886,72
000243,00520181562886,74
000992,00520181562886,83
000827,00520181562886,91
000253,00320211639633,79
000727,00320211639633,78
000333,00320211639633,78
000077,00320211639633,79
000492,00320211639633,78
000420,00320211639633,79
000403,00320211639633,79
000555,00320211639633,85
001128,00320211639633,85
000683,00320211639633,71
000253,00120161554859,76
000411,00120161554859,88
000403,00120161554859,82
000219,00120161554859,93
000225,00120161554859,69
000771,00120161554859,76
000914,00120161554859,88
001117,00120161554859,86
001422,00120161554859,79
000391,00120161554859,85
000318,00120161554859,74
000388,00120161554859,76
000895,00120161554859,70
001236,00120161554859,81
000032,00120161554859,88
001301,00120161554859,70
000096,00120161554859,78
000609,00120161554859,74
001338,00120161554859,82
000484,00120161554859,71
001209,00120161554859,75
000240,00120161554859,77
001060,00120161554859,74
000920,00120211555073,79
000492,00120211555073,80
000176,00120211555073,69
000225,00120211555073,76
000290,00120211555073,83
000914,00120211555073,84
001117,00120211555073,81
000100,00120211555073,78
000391,00120211555073,83
000575,00120211555073,69
000089,00120211555073,71
000141,00120211555073,68
000014,00120211555073,80
000369,00120211555073,81
000096,00120211555073,79
000121,00120211555073,90
000484,00120211555073,79
001209,00120211555073,73
001060,00120211555073,76
000827,00120211555073,89
000920,00320201519239,76
000333,00320201519239,82
001094,00320201519239,82
001285,00320201519239,73
001444,00320201519239,77
000411,00320201519239,85
001067,00320201519239,67
001188,00320201519239,73
000176,00320201519239,75
000096,00320201519239,80
000906,00320201519239,78
000177,00320201519239,83
001243,00320201519239,83
000920,00120181554972,75
000492,00120181554972,82
000219,00120181554972,89
001000,00120181554972,86
000290,00120181554972,85
001117,00120181554972,83
000391,00120181554972,79
000575,00120181554972,74
000141,00120181554972,60
000895,00120181554972,74
000014,00120181554972,79
000369,00120181554972,83
000096,00120181554972,82
001084,00120181554972,80
000920,00420171562800,76
000580,00420171562800,81
001067,00420171562800,75
000391,00420171562800,81
000575,00420171562800,71
000918,00420171562800,87
001314,00420171562800,75
000754,00420171562800,70
001413,00420171562800,79
000524,00420171562800,81
000240,00420171562800,79
000765,00420171562800,75
001243,00420171562800,78
000969,00420171562800,78
000266,00420171562800,82
000452,00620191519166,82
001285,00620191519166,74
000546,00620191519166,69
000918,00620191519166,77
000683,00620191519166,67
001163,00620191519166,85
000052,00620191519166,78
000765,00620191519166,74
001030,00620191519166,74
000452,00520191570358,82
001094,00520191570358,85
001282,00520191570358,69
000918,00520191570358,82
001163,00520191570358,83
000278,00520191570358,76
000839,00520191570358,93
001150,00520191570358,81
001175,00520191570358,83
000746,00520191570358,86
000436,00520191570358,78
000992,00520191570358,83
000827,00520191570358,86
001359,00520191570358,59
000452,00520171570269,83
001094,00520171570269,86
000771,00520171570269,66
000240,00520171570269,78
000969,00520171570269,80
001175,00520171570269,75
000782,00520171570269,79
001062,00520171570269,75
000746,00520171570269,83
000436,00520171570269,75
001030,00520171570269,78
001295,00520171570269,88
000827,00520171570269,91
001359,00520171570269,64
000452,00120201548506,80
000307,00120201548506,70
000527,00120201548506,86
001000,00120201548506,85
000771,00120201548506,70
000895,00120201548506,76
000014,00120201548506,80
001236,00120201548506,84
000369,00120201548506,84
000121,00120201548506,89
001079,00120201548506,80
000452,00520181570277,81
000178,00520181570277,82
001014,00520181570277,76
001316,00520181570277,70
000839,00520181570277,86
001175,00520181570277,86
000782,00520181570277,78
000987,00520181570277,74
001062,00520181570277,83
000648,00520181570277,84
000503,00520181570277,71
000746,00520181570277,82
000827,00520181570277,88
000452,00620171519034,80
000178,00620171519034,78
001339,00620171519034,76
000918,00620171519034,85
000737,00620171519034,92
001269,00620171519034,82
000906,00620171519034,77
000653,00620171519034,74
000330,00620171519034,83
000052,00620171519034,84
001314,00620171519034,80
000754,00620171519034,72
001084,00620171519034,82
000746,00620171519034,90
000452,00320171639706,75
000603,00320171639706,70
001285,00320171639706,69
000411,00320171639706,90
000307,00320171639706,71
000527,00320171639706,84
000077,00320171639706,78
000420,00320171639706,78
000179,00320171639706,80
001440,00320171639706,79
001323,00320171639706,70
001188,00320171639706,74
000096,00320171639706,85
000121,00320171639706,94
001269,00320171639706,85
001030,00320171639706,77
000551,00620195710049,90
001188,00620195710049,74
001079,00620195710049,79
001081,00620195710049,76
001269,00620195710049,76
000906,00620195710049,72
000682,00620195710049,63
001243,00620195710049,84
000551,00420181710109,82
000546,00420181710109,66
000152,00420181710109,79
001128,00420181710109,87
000100,00420181710109,76
000327,00420181710109,79
001314,00420181710109,76
000754,00420181710109,71
001405,00420181710109,70
001413,00420181710109,86
001316,00420181710109,78
001084,00420181710109,79
000781,00420181710109,83
000765,00420181710109,75
001243,00420181710109,78
000969,00420181710109,78
000266,00420181710109,77
001175,00420181710109,81
001030,00420181710109,73
000551,00320201720074,92
000333,00320201720074,87
001094,00320201720074,83
001014,00320201720074,78
000580,00320201720074,86
000152,00320201720074,74
001199,00320201720074,77
000527,00320201720074,81
000077,00320201720074,80
001440,00320201720074,76
001282,00320201720074,66
001323,00320201720074,72
000969,00320201720074,76
000648,00320201720074,78
000551,00520191548557,86
000388,00520191548557,77
001338,00520191548557,82
001209,00520191548557,76
000724,00520191548557,67
001150,00520191548557,76
001175,00520191548557,77
000987,00520191548557,81
000648,00520191548557,83
000503,00520191548557,65
001060,00520191548557,75
000746,00520191548557,84
000436,00520191548557,78
000992,00520191548557,82
001359,00520191548557,62
000778,00520191750038,75
000683,00520191750038,71
001044,00520191750038,73
001316,00520191750038,76
000724,00520191750038,69
001150,00520191750038,80
001175,00520191750038,71
000648,00520191750038,76
000449,00520191750038,73
000503,00520191750038,70
000746,00520191750038,84
000436,00520191750038,82
001030,00520191750038,74
000243,00520191750038,77
000992,00520191750038,81
001359,00520191750038,67
000778,00620181710150,77
000914,00620181710150,88
001339,00620181710150,79
000918,00620181710150,84
000532,00620181710150,66
000683,00620181710150,73
000737,00620181710150,80
001260,00620181710150,92
000906,00620181710150,65
001413,00620181710150,84
001316,00620181710150,68
000778,00320211639510,73
000333,00320211639510,83
000580,00320211639510,87
000513,00320211639510,73
001140,00320211639510,78
000152,00320211639510,73
000527,00320211639510,85
000492,00320211639510,78
001166,00320211639510,81
001440,00320211639510,77
001282,00320211639510,67
001323,00320211639510,76
001188,00320211639510,71
000176,00320211639510,72
000765,00320211639510,71
000778,00620171519263,78
000411,00620171519263,91
000176,00620171519263,72
001338,00620171519263,82
000484,00620171519263,78
001079,00620171519263,76
000918,00620171519263,80
000532,00620171519263,69
000683,00620171519263,67
001163,00620171519263,88
000737,00620171519263,83
001260,00620171519263,87
000906,00620171519263,70
000653,00620171519263,71
000682,00620171519263,64
000778,00320181548514,78
000603,00320181548514,73
000333,00320181548514,78
001094,00320181548514,83
000546,00320181548514,68
001444,00320181548514,75
001014,00320181548514,77
000152,00320181548514,80
000492,00320181548514,77
001166,00320181548514,81
000179,00320181548514,78
001440,00320181548514,74
000555,00320181548514,89
000549,00320181548514,85
001282,00320181548514,67
001188,00320181548514,73
000771,00320181548514,71
000032,00320181548514,83
000906,00320181548514,76
000255,00320181548514,95
000778,00120171555014,73
000513,00120171555014,76
000527,00120171555014,85
000492,00120171555014,81
000403,00120171555014,79
000219,00120171555014,87
001000,00120171555014,84
000176,00120171555014,73
001309,00120171555014,68
000290,00120171555014,86
000771,00120171555014,68
000914,00120171555014,84
001117,00120171555014,87
001422,00120171555014,85
000391,00120171555014,84
000318,00120171555014,76
000575,00120171555014,74
000089,00120171555014,72
000388,00120171555014,78
000141,00120171555014,66
000014,00120171555014,81
001236,00120171555014,79
000032,00120171555014,83
000369,00120171555014,86
000096,00120171555014,83
000609,00120171555014,80
000121,00120171555014,96
001374,00420181570277,83
000411,00420181570277,88
001199,00420181570277,78
001128,00420181570277,86
001323,00420181570277,71
000575,00420181570277,73
000683,00420181570277,70
000052,00420181570277,78
000327,00420181570277,83
001044,00420181570277,79
000754,00420181570277,73
000255,00420181570277,93
000524,00420181570277,79
001316,00420181570277,67
001084,00420181570277,83
000240,00420181570277,83
000781,00420181570277,85
000177,00420181570277,76
000266,00420181570277,80
001374,00420181562878,79
000653,00420181562878,75
001314,00420181562878,78
000754,00420181562878,69
001405,00420181562878,74
001413,00420181562878,81
000255,00420181562878,93
000765,00420181562878,74
000177,00420181562878,87
001243,00420181562878,81
000129,00420181562878,85
001374,00420191562916,82
000527,00420191562916,78
001166,00420191562916,84
001422,00420191562916,78
000327,00420191562916,83
001314,00420191562916,67
001413,00420191562916,87
000255,00420191562916,85
000524,00420191562916,70
001316,00420191562916,78
000278,00420191562916,80
000781,00420191562916,88
001257,00420191562916,79
000266,00420191562916,79
001374,00420191930036,76
000178,00420191930036,89
000333,00420191930036,81
001282,00420191930036,67
001079,00420191930036,80
001260,00420191930036,86
001314,00420191930036,80
000754,00420191930036,72
000255,00420191930036,87
000524,00420191930036,71
001316,00420191930036,76
001084,00420191930036,80
000278,00420191930036,75
000765,00420191930036,76
000177,00420191930036,91
001243,00420191930036,79
001257,00420191930036,74
001374,00620211710168,83
001094,00620211710168,84
000307,00620211710168,70
000179,00620211710168,79
001079,00620211710168,81
000918,00620211710168,82
000532,00620211710168,77
001163,00620211710168,83
000737,00620211710168,81
001269,00620211710168,82
001260,00620211710168,77
000906,00620211710168,73
000682,00620211710168,63
000052,00620211710168,77
001374,00320151730088,85
000178,00320151730088,84
000727,00320151730088,84
000333,00320151730088,85
001285,00320151730088,67
001444,00320151730088,75
000411,00320151730088,92
001014,00320151730088,80
000580,00320151730088,92
001067,00320151730088,73
000307,00320151730088,68
000527,00320151730088,86
000420,00320151730088,78
000179,00320151730088,79
001440,00320151730088,74
000555,00320151730088,83
000484,00320151730088,71
000724,00320151730088,72
001295,00320151730088,88
000178,00120201548611,78
001140,00120201548611,75
001067,00120201548611,67
000219,00120201548611,94
000176,00120201548611,71
000722,00120201548611,81
000225,00120201548611,73
001309,00120201548611,69
000290,00120201548611,87
000771,00120201548611,76
000100,00120201548611,77
001422,00120201548611,71
000388,00120201548611,78
000895,00120201548611,73
000014,00120201548611,81
000369,00120201548611,86
000484,00120201548611,73
001209,00120201548611,74
001405,00120201548611,67
001084,00120201548611,87
000724,00120201548611,69
001175,00120201548611,73
000178,00320201710141,78
000727,00320201710141,75
001444,00320201710141,81
000513,00320201710141,70
001140,00320201710141,74
001199,00320201710141,92
001166,00320201710141,83
000179,00320201710141,83
000403,00320201710141,74
000555,00320201710141,84
001282,00320201710141,72
001128,00320201710141,90
001309,00320201710141,67
000121,00320201710141,93
000129,00320201710141,81
000178,00320201940015,79
000603,00320201940015,76
000333,00320201940015,78
000527,00320201940015,93
000420,00320201940015,81
001440,00320201940015,77
000555,00320201940015,86
001323,00320201940015,82
001188,00320201940015,74
000609,00320201940015,77
000243,00320201940015,73
000178,00320191930010,79
001094,00320191930010,82
001285,00320191930010,71
000546,00320191930010,69
001014,00320191930010,85
000152,00320191930010,81
001199,00320191930010,79
000527,00320191930010,81
000179,00320191930010,77
001440,00320191930010,70
000549,00320191930010,83
001128,00320191930010,82
001188,00320191930010,69
000895,00320191930010,67
000737,00320191930010,85
001316,00320191930010,65
000129,00320191930010,80
000178,00320171730126,83
001285,00320171730126,65
001444,00320171730126,79
001014,00320171730126,78
001140,00320171730126,74
000307,00320171730126,65
000077,00320171730126,76
001166,00320171730126,82
000420,00320171730126,74
001440,00320171730126,73
000403,00320171730126,72
000555,00320171730126,85
000549,00320171730126,81
001188,00320171730126,82
000782,00320171730126,77
000727,00320191529242,82
000603,00320191529242,74
001014,00320191529242,81
000513,00320191529242,73
000152,00320191529242,78
000527,00320191529242,86
000077,00320191529242,85
000420,00320191529242,79
001084,00320191529242,85
000266,00320191529242,77
000727,00320191730142,84
000546,00320191730142,69
000411,00320191730142,94
000580,00320191730142,87
001067,00320191730142,68
000152,00320191730142,77
000307,00320191730142,70
000077,00320191730142,79
000492,00320191730142,76
000179,00320191730142,81
000555,00320191730142,85
000549,00320191730142,85
001188,00320191730142,74
000839,00320191730142,91
000727,00320191639579,79
000546,00320191639579,69
001444,00320191639579,81
001014,00320191639579,79
000580,00320191639579,75
001140,00320191639579,79
000307,00320191639579,70
001199,00320191639579,81
000527,00320191639579,92
000555,00320191639579,86
000549,00320191639579,78
001282,00320191639579,71
001128,00320191639579,87
001323,00320191639579,73
000914,00320191639579,89
000096,00320191639579,80
001405,00320191639579,68
000727,00320201519263,78
000333,00320201519263,81
001094,00320201519263,89
001014,00320201519263,79
001140,00320201519263,75
001067,00320201519263,70
001199,00320201519263,79
000492,00320201519263,76
000179,00320201519263,78
000549,00320201519263,86
001128,00320201519263,81
000100,00320201519263,74
000532,00320201519263,81
000327,00320201519263,80
001084,00320201519263,75
001060,00320201519263,76
000436,00320201519263,85
000727,00320201519220,77
001444,00320201519220,84
001014,00320201519220,83
000580,00320201519220,80
001140,00320201519220,77
001067,00320201519220,69
000152,00320201519220,78
000420,00320201519220,77
000179,00320201519220,78
000549,00320201519220,83
000727,00320161730070,76
001444,00320161730070,79
000411,00320161730070,94
000513,00320161730070,75
001067,00320161730070,77
000307,00320161730070,63
000527,00320161730070,84
000420,00320161730070,82
001128,00320161730070,90
000225,00320161730070,75
001117,00320161730070,91
000895,00320161730070,74
000484,00320161730070,71
001079,00320161730070,76
000653,00320161730070,78
000948,00320161730070,72
001030,00320161730070,76
000727,00320161548530,80
000603,00320161548530,74
001094,00320161548530,86
000546,00320161548530,69
000580,00320161548530,79
000513,00320161548530,69
001440,00320161548530,75
000403,00320161548530,78
001128,00320161548530,79
001000,00320161548530,81
000176,00320161548530,74
000724,00320161548530,73
000727,00620181562851,77
001444,00620181562851,78
001440,00620181562851,75
000369,00620181562851,85
000532,00620181562851,77
001081,00620181562851,71
001163,00620181562851,88
000737,00620181562851,81
001269,00620181562851,77
001260,00620181562851,84
000653,00620181562851,71
000682,00620181562851,65
000052,00620181562851,78
001405,00620181562851,66
000727,00120211740148,76
000077,00120211740148,77
000492,00120211740148,78
000549,00120211740148,84
001128,00120211740148,89
000225,00120211740148,77
001309,00120211740148,70
000771,00120211740148,69
001117,00120211740148,84
000100,00120211740148,79
001422,00120211740148,78
000089,00120211740148,71
000388,00120211740148,74
000014,00120211740148,82
001236,00120211740148,81
000032,00120211740148,89
001301,00120211740148,76
000096,00120211740148,75
001338,00120211740148,84
000727,00620161950037,80
001323,00620161950037,72
000318,00620161950037,80
000089,00620161950037,74
000121,00620161950037,91
001339,00620161950037,76
001079,00620161950037,76
000918,00620161950037,80
000683,00620161950037,71
000737,00620161950037,79
001269,00620161950037,74
001260,00620161950037,88
000682,00620161950037,67
000603,00320201548565,72
000333,00320201548565,92
001285,00320201548565,67
001444,00320201548565,82
001014,00320201548565,77
000580,00320201548565,93
001140,00320201548565,73
001067,00320201548565,72
000152,00320201548565,86
000307,00320201548565,70
000492,00320201548565,75
001440,00320201548565,66
000549,00320201548565,91
001309,00320201548565,67
000388,00320201548565,77
001030,00320201548565,71
000603,00320191740091,73
000546,00320191740091,71
000513,00320191740091,76
001067,00320191740091,70
000077,00320191740091,80
001440,00320191740091,73
000555,00320191740091,84
001282,00320191740091,63
001128,00320191740091,83
000391,00320191740091,80
000014,00320191740091,78
000603,00320191539345,73
000333,00320191539345,82
001094,00320191539345,83
001285,00320191539345,64
001444,00320191539345,78
000411,00320191539345,89
001014,00320191539345,80
000152,00320191539345,79
000307,00320191539345,71
001199,00320191539345,77
000077,00320191539345,77
000179,00320191539345,81
001338,00320191539345,83
000603,00320201529277,69
000152,00320201529277,84
000527,00320201529277,78
001440,00320201529277,78
000403,00320201529277,81
001323,00320201529277,74
000609,00320201529277,72
000737,00320201529277,85
000603,00320201570315,77
000333,00320201570315,78
000546,00320201570315,69
001444,00320201570315,80
001014,00320201570315,76
000492,00320201570315,80
000420,00320201570315,79
000179,00320201570315,81
000555,00320201570315,89
001282,00320201570315,73
001323,00320201570315,70
001188,00320201570315,81
000290,00320201570315,88
001422,00320201570315,79
000532,00320201570315,71
