SID,科目コード,評点,主担当
000629,00120181529587,77,0032
000741,00120181529587,83,0032
001091,00120181529587,88,0032
001434,00120181529587,79,0032
000862,00120181529587,71,0032
000516,00120181529587,80,0032
000599,00120181529587,84,0032
001404,00120181529587,78,0032
001143,00120181529587,79,0032
001258,00120181529587,76,0032
000401,00120181529587,67,0032
001217,00120181529587,70,0032
000659,00120181529587,81,0032
000048,00120181529587,77,0032
000669,00120181529587,62,0032
000261,00120181529587,77,0032
000654,00120181529587,97,0032
000541,00120181529587,77,0032
001014,00120181529587,68,0032
000921,00120181529587,88,0032
000173,00120181529587,71,0032
000670,00120181529587,77,0032
001199,00120181529587,84,0032
000801,00120181529587,83,0032
000820,00120181529587,74,0032
000995,00120181529587,84,0032
000506,00120181529587,90,0032
001322,00120181529587,75,0032
001247,00120181529587,81,0032
001281,00120181529587,73,0032
001140,00120181529587,78,0032
001059,00120181529587,85,0032
000019,00120181529587,72,0032
001115,00120181529587,76,0032
000734,00120181529587,69,0032
000265,00120181529587,63,0032
000341,00120181529587,76,0032
000883,00120181529587,80,0032
001372,00120181529587,67,0032
001054,00120181529587,80,0032
000435,00120181529587,75,0032
001275,00120181529587,82,0032
000313,00120181529587,81,0032
000509,00120181529587,80,0032
000908,00120181529587,71,0032
000872,00120181529587,74,0032
001361,00120181529587,74,0032
000603,00120181529587,83,0032
000661,00120181529587,68,0032
000205,00120181529587,72,0032
001409,00120181529587,76,0032
001306,00120181529587,80,0032
001020,00120181529587,89,0032
001072,00120181529587,72,0032
000626,00120181529587,80,0032
000004,00120181529587,74,0032
000489,00120181529587,80,0032
001366,00120181529587,78,0032
000839,00120181529587,78,0032
000596,00120181529587,71,0032
000002,00120181529587,73,0032
000194,00120181529587,80,0032
000167,00120181529587,77,0032
000764,00120181529587,88,0032
000481,00120181529587,72,0032
001240,00120181529587,68,0032
000643,00120181529587,81,0032
000122,00120181529587,78,0032
001228,00120181529587,84,0032
001408,00120181529587,76,0032
000683,00120181529587,76,0032
000934,00120181529587,87,0032
001420,00120181529587,80,0032
000740,00120181529587,85,0032
001353,00120181529587,74,0032
000137,00120181529587,70,0032
001339,00120181529587,86,0032
000980,00120181529587,67,0032
000177,00120181529587,71,0032
000065,00120181529587,84,0032
001182,00120181529587,87,0032
000950,00120181529587,80,0032
000881,00120181529587,80,0032
000287,00120181529587,68,0032
000721,00120181529587,68,0032
000501,00120181529587,67,0032
000221,00120181529587,90,0032
000928,00120181529587,65,0032
000241,00120181529587,71,0032
000235,00120181529587,92,0032
000428,00120181529587,76,0032
001159,00120181529587,70,0032
000936,00120181529587,79,0032
001129,00120181529587,75,0032
001318,00120181529587,82,0032
000427,00120181529587,69,0032
000608,00120181529587,67,0032
001141,00120181529587,75,0032
000900,00120181529587,81,0032
001328,00120181529587,73,0032
000396,00120181529587,76,0032
001113,00120181529587,64,0032
001193,00120181529587,78,0032
000925,00120181529587,76,0032
001081,00120181529587,70,0032
000441,00120181529587,70,0032
000091,00120181529587,65,0032
001069,00120181529587,75,0032
000846,00120181529587,68,0032
000165,00120181529587,68,0032
000581,00120181529587,73,0032
000138,00120181529587,82,0032
000303,00120181529587,75,0032
000405,00120181529587,90,0032
001325,00120181529587,74,0032
000344,00120181529587,78,0032
001284,00120181529587,67,0032
000364,00120181529587,85,0032
001319,00120181529587,93,0032
000495,00120181529587,66,0032
000423,00120181529587,79,0032
000286,00120181529587,80,0032
000040,00120181529587,87,0032
000658,00120181529587,74,0032
000254,00120181529587,78,0032
001132,00120181529587,85,0032
000330,00120181529587,89,0032
001085,00120181529587,88,0032
000542,00120181529587,73,0032
001178,00120181529587,80,0032
000159,00120181529587,77,0032
001155,00120181529587,75,0032
000319,00120181529587,88,0032
001138,00120181529587,82,0032
000620,00120181529587,74,0032
001398,00120181529587,73,0032
000860,00120181529587,74,0032
001342,00120181529587,78,0032
000417,00120181529587,83,0032
000835,00120181529587,85,0032
000451,00120181529587,75,0032
001388,00120181529587,81,0032
000753,00120181529587,87,0032
000964,00120181529587,75,0032
001041,00120181529587,77,0032
000200,00120181529587,82,0032
000408,00120181529587,77,0032
000101,00120181529587,76,0032
000600,00120181529587,72,0032
000503,00120181529587,79,0032
000357,00120181529587,81,0032
000453,00120181529587,92,0032
001313,00120181529587,89,0032
000709,00120181529587,73,0032
000247,00120181529587,85,0032
000012,00320191910035,83,0268
000152,00320191910035,81,0268
000826,00320191910035,77,0268
000873,00320191910035,69,0268
000348,00320191910035,77,0268
000343,00320191910035,90,0268
001125,00320191910035,81,0268
000809,00320191910035,75,0268
001183,00320191910035,79,0268
000434,00320191910035,87,0268
000966,00320191910035,81,0268
001018,00320191910035,71,0268
000317,00320191910035,89,0268
001008,00320191910035,77,0268
001235,00320191910035,84,0268
000979,00320191910035,88,0268
000656,00320191910035,77,0268
000219,00320191910035,73,0268
000742,00320191910035,79,0268
001070,00320191910035,71,0268
000292,00320191910035,80,0268
001023,00320191910035,72,0268
000039,00320191910035,78,0268
001288,00320191910035,80,0268
000609,00320191910035,81,0268
001087,00320191910035,69,0268
000876,00320191910035,78,0268
001086,00320191910035,83,0268
000865,00320191910035,97,0268
000052,00320191910035,81,0268
000704,00320191910035,76,0268
000195,00320191910035,78,0268
001144,00320191910035,66,0268
000447,00320191910035,82,0268
000128,00320191910035,78,0268
001173,00320191910035,94,0268
000867,00320191910035,70,0268
001224,00320191910035,74,0268
001227,00320191910035,72,0268
000898,00320191910035,87,0268
000912,00320191910035,85,0268
000938,00320191910035,86,0268
000864,00320191910035,81,0268
001357,00320191910035,71,0268
000854,00320191910035,80,0268
000374,00320191910035,83,0268
000018,00320191910035,82,0268
000553,00320191910035,71,0268
000746,00320191910035,80,0268
000089,00320191910035,69,0268
000859,00320191910035,86,0268
001213,00320191910035,83,0268
000677,00320191910035,76,0268
001181,00320191910035,76,0268
000338,00320191910035,77,0268
001164,00320191910035,78,0268
000894,00320191910035,81,0268
000612,00320191910035,72,0268
001187,00320191910035,69,0268
000147,00320191910035,79,0268
000602,00320191910035,86,0268
001263,00320191910035,85,0268
001347,00320191910035,78,0268
000627,00320191910035,74,0268
001332,00320191910035,69,0268
000571,00320191910035,80,0268
000452,00320191910035,88,0268
000803,00320191910035,78,0268
001073,00320191910035,84,0268
000360,00320191910035,71,0268
000569,00320191910035,90,0268
000902,00320191910035,72,0268
000255,00320191910035,80,0268
000875,00320191910035,75,0268
000359,00320191910035,89,0268
001025,00320191910035,84,0268
000756,00320191910035,90,0268
001204,00320191910035,80,0268
000637,00320191910035,86,0268
000125,00320191910035,76,0268
000342,00320191910035,72,0268
000682,00320191910035,83,0268
001043,00320191910035,99,0268
000605,00320191910035,72,0268
000385,00320191910035,88,0268
000383,00320191910035,83,0268
000071,00320191910035,78,0268
000818,00320191910035,83,0268
001363,00320191910035,79,0268
000322,00320191910035,64,0268
000484,00320191910035,82,0268
001062,00320191910035,72,0268
000588,00320191910035,68,0268
000402,00320191910035,78,0268
000647,00320191910035,77,0268
000026,00320191910035,62,0268
000067,00320191910035,71,0268
000323,00320191910035,77,0268
000861,00320191910035,74,0268
000552,00320191910035,82,0268
000107,00320191910035,83,0268
000410,00320191910035,72,0268
000806,00320191910035,80,0268
000001,00320191910035,82,0268
000354,00320191910035,74,0268
000278,00320191910035,74,0268
001017,00320191910035,75,0268
000328,00320191910035,80,0268
001390,00320191910035,89,0268
000741,00320191910035,82,0268
000014,00320191910035,85,0268
000596,00320191910035,68,0268
001035,00320191910035,73,0268
000651,00320191910035,72,0268
000881,00320191910035,82,0268
000241,00320191910035,78,0268
001168,00320191910035,68,0268
001085,00320191910035,88,0268
001342,00320191910035,72,0268
001381,00320191910035,80,0268
000716,00320191910035,80,0268
000086,00320191910035,84,0268
001237,00320191910035,79,0268
001269,00320191910035,84,0268
000739,00320191910035,77,0268
000475,00320191910035,75,0268
000623,00320191910035,78,0268
001049,00320191910035,78,0268
000666,00320191910035,85,0268
000673,00320191910035,78,0268
000830,00320191910035,71,0268
000264,00320191910035,73,0268
000648,00320191910035,81,0268
000101,00320191910035,76,0268
000944,00320191910035,71,0268
000230,00320191910035,70,0268
000568,00320191910035,72,0268
001321,00320191910035,79,0268
000394,00320191910035,73,0268
000931,00320191910035,78,0268
001118,00320191910035,86,0268
000213,00320191910035,80,0268
000012,00520191570358,79,0110
000561,00520191570358,70,0110
000511,00520191570358,85,0110
000129,00520191570358,77,0110
001395,00520191570358,73,0110
000986,00520191570358,90,0110
000848,00520191570358,87,0110
001166,00520191570358,81,0110
001232,00520191570358,65,0110
000197,00520191570358,87,0110
000874,00520191570358,85,0110
000289,00520191570358,71,0110
001346,00520191570358,74,0110
001174,00520191570358,73,0110
000203,00520191570358,83,0110
000434,00520191570358,87,0110
001008,00520191570358,73,0110
000656,00520191570358,72,0110
000540,00520191570358,84,0110
000630,00520191570358,66,0110
000168,00520191570358,81,0110
000898,00520191570358,89,0110
000758,00520191570358,80,0110
000833,00520191570358,85,0110
001056,00520191570358,85,0110
000504,00520191570358,75,0110
000342,00520191570358,71,0110
001253,00520191570358,73,0110
000813,00520191570358,75,0110
000647,00520191570358,79,0110
000245,00520191570358,74,0110
000784,00520191570358,87,0110
001405,00520191570358,82,0110
000820,00520191570358,62,0110
000643,00520191570358,78,0110
000463,00520191570358,69,0110
000303,00520191570358,73,0110
000405,00520191570358,91,0110
000364,00520191570358,82,0110
000395,00520191570358,78,0110
001138,00520191570358,81,0110
000625,00520191570358,76,0110
000534,00520191570358,75,0110
000124,00520191570358,69,0110
000767,00520191570358,64,0110
000932,00520191570358,78,0110
000687,00520191570358,78,0110
000422,00520191570358,66,0110
000133,00520191570358,61,0110
000404,00520191570358,77,0110
000262,00520191570358,78,0110
000250,00520191570358,81,0110
000664,00520191570358,77,0110
000959,00520191570358,71,0110
000101,00520191570358,84,0110
001274,00520191570358,81,0110
000082,00520191570358,89,0110
001031,00520191570358,74,0110
001212,00520191570358,67,0110
000433,00520191570358,75,0110
000616,00520191570358,77,0110
000416,00520191570358,71,0110
001337,00520191570358,66,0110
000260,00520191570358,75,0110
000420,00520191570358,82,0110
000500,00520191570358,81,0110
000568,00520191570358,65,0110
001391,00520191570358,76,0110
000270,00520191570358,85,0110
000615,00520191570358,75,0110
000051,00520191570358,74,0110
000063,00520191570358,81,0110
000556,00520191570358,76,0110
000711,00520191570358,73,0110
000591,00520191570358,78,0110
000220,00520191570358,66,0110
000218,00520191570358,88,0110
001024,00520191570358,78,0110
000814,00520191570358,69,0110
000589,00520191570358,79,0110
000139,00520191570358,75,0110
000370,00520191570358,85,0110
000735,00520191570358,76,0110
001177,00520191570358,78,0110
000503,00520191570358,84,0110
000545,00520191570358,79,0110
000889,00520191570358,86,0110
000557,00520191570358,72,0110
000202,00520191570358,75,0110
001154,00520191570358,78,0110
000828,00520191570358,70,0110
000469,00520191570358,81,0110
001415,00520191570358,78,0110
000437,00520191570358,81,0110
001351,00520191570358,76,0110
000381,00520191570358,83,0110
000565,00520191570358,66,0110
001236,00520191570358,76,0110
000905,00520191570358,85,0110
000145,00520191570358,71,0110
001333,00520191570358,83,0110
001153,00520191570358,78,0110
001243,00520191570358,70,0110
000549,00520191570358,73,0110
000909,00520191570358,85,0110
000054,00520191570358,80,0110
001058,00520191570358,89,0110
001147,00520191570358,78,0110
001088,00520191570358,80,0110
001123,00520191570358,83,0110
000116,00520191570358,80,0110
000382,00520191570358,70,0110
001185,00520191570358,77,0110
000373,00520191570358,87,0110
001009,00520191570358,81,0110
000453,00520191570358,79,0110
000380,00520191570358,88,0110
000931,00520191570358,80,0110
000326,00520191570358,83,0110
000525,00520191570358,87,0110
000003,00520191570358,86,0110
000887,00520191570358,80,0110
000282,00520191570358,84,0110
001089,00520191570358,70,0110
000668,00520191570358,71,0110
000804,00520191570358,73,0110
001118,00520191570358,80,0110
000834,00520191570358,74,0110
000868,00520191570358,89,0110
000258,00520191570358,75,0110
001096,00520191570358,83,0110
001340,00520191570358,74,0110
001303,00520191570358,89,0110
001313,00520191570358,86,0110
000884,00520191570358,79,0110
001067,00520191570358,76,0110
000118,00520191570358,83,0110
000913,00520191570358,70,0110
001413,00520191570358,71,0110
000891,00520191570358,77,0110
001436,00520191570358,81,0110
000213,00520191570358,81,0110
000446,00520191570358,77,0110
000049,00520191570358,72,0110
000331,00520191570358,78,0110
000953,00520191570358,77,0110
000745,00520191570358,77,0110
000698,00520191570358,77,0110
001425,00520191570358,81,0110
000709,00520191570358,73,0110
000726,00520191570358,89,0110
001424,00520191570358,80,0110
000247,00520191570358,76,0110
000149,00520191570358,85,0110
000567,00520191570358,81,0110
001066,00520191570358,83,0110
000779,00520191570358,90,0110
000880,00520191570358,88,0110
000449,00520191570358,80,0110
001276,00520191570358,88,0110
000970,00520191570358,79,0110
001417,00520191570358,72,0110
000397,00520191570358,75,0110
000012,00320211930109,83,0243
000483,00320211930109,78,0243
000707,00320211930109,80,0243
000327,00320211930109,71,0243
001448,00320211930109,78,0243
001040,00320211930109,80,0243
000713,00320211930109,76,0243
000772,00320211930109,71,0243
001411,00320211930109,78,0243
000594,00320211930109,91,0243
000906,00320211930109,80,0243
000521,00320211930109,70,0243
001134,00320211930109,81,0243
001296,00320211930109,75,0243
001403,00320211930109,74,0243
000619,00320211930109,79,0243
001004,00320211930109,73,0243
000355,00320211930109,62,0243
000684,00320211930109,82,0243
000488,00320211930109,79,0243
001183,00320211930109,81,0243
001015,00320211930109,91,0243
000691,00320211930109,71,0243
000987,00320211930109,74,0243
001246,00320211930109,72,0243
001090,00320211930109,78,0243
000454,00320211930109,84,0243
000337,00320211930109,66,0243
000074,00320211930109,76,0243
001006,00320211930109,88,0243
001200,00320211930109,68,0243
001222,00320211930109,79,0243
000317,00320211930109,94,0243
001008,00320211930109,79,0243
001160,00320211930109,73,0243
000226,00320211930109,77,0243
001393,00320211930109,90,0243
000609,00320211930109,80,0243
000540,00320211930109,85,0243
000103,00320211930109,78,0243
000810,00320211930109,81,0243
000901,00320211930109,90,0243
000050,00320211930109,80,0243
001255,00320211930109,73,0243
001344,00320211930109,84,0243
001027,00320211930109,78,0243
000630,00320211930109,71,0243
001144,00320211930109,76,0243
001039,00320211930109,78,0243
000140,00320211930109,81,0243
000269,00320211930109,74,0243
000447,00320211930109,85,0243
000128,00320211930109,81,0243
000020,00320211930109,75,0243
000443,00320211930109,82,0243
000299,00320211930109,82,0243
000863,00320211930109,59,0243
000058,00320211930109,79,0243
000351,00320211930109,72,0243
001075,00320211930109,76,0243
000912,00320211930109,81,0243
001079,00320211930109,75,0243
000699,00320211930109,68,0243
000135,00320211930109,81,0243
000923,00320211930109,80,0243
000096,00320211930109,90,0243
000374,00320211930109,84,0243
000185,00320211930109,80,0243
000018,00320211930109,83,0243
000758,00320211930109,82,0243
000553,00320211930109,79,0243
000978,00320211930109,63,0243
000746,00320211930109,81,0243
000089,00320211930109,72,0243
000510,00320211930109,76,0243
000859,00320211930109,83,0243
001213,00320211930109,81,0243
000097,00320211930109,77,0243
000536,00320211930109,63,0243
000612,00320211930109,79,0243
000147,00320211930109,81,0243
001002,00320211930109,73,0243
000284,00320211930109,79,0243
000432,00320211930109,72,0243
001392,00320211930109,81,0243
000076,00320211930109,67,0243
001389,00320211930109,72,0243
000939,00320211930109,80,0243
001148,00320211930109,86,0243
001332,00320211930109,66,0243
001133,00320211930109,73,0243
001431,00320211930109,83,0243
000638,00320211930109,79,0243
000586,00320211930109,74,0243
000201,00320211930109,86,0243
000902,00320211930109,70,0243
000255,00320211930109,83,0243
001056,00320211930109,84,0243
001142,00320211930109,81,0243
001429,00320211930109,86,0243
000162,00320211930109,69,0243
001120,00320211930109,71,0243
000756,00320211930109,90,0243
001204,00320211930109,77,0243
000007,00320211930109,93,0243
001060,00320211930109,77,0243
000637,00320211930109,85,0243
000465,00320211930109,70,0243
000342,00320211930109,83,0243
001295,00320211930109,79,0243
001233,00320211930109,76,0243
000605,00320211930109,74,0243
000385,00320211930109,85,0243
000383,00320211930109,84,0243
000169,00320211930109,80,0243
000818,00320211930109,79,0243
001350,00320211930109,78,0243
000487,00320211930109,86,0243
000588,00320211930109,77,0243
000102,00320211930109,77,0243
000771,00320211930109,80,0243
000895,00320211930109,82,0243
000104,00320211930109,84,0243
000647,00320211930109,77,0243
000982,00320211930109,84,0243
000552,00320211930109,81,0243
000460,00320211930109,82,0243
000131,00320211930109,75,0243
000653,00320211930109,75,0243
000393,00320211930109,76,0243
000143,00320211930109,90,0243
000801,00320211930109,84,0243
001239,00320211930109,76,0243
000072,00320211930109,70,0243
000725,00320211930109,90,0243
000146,00320211930109,76,0243
000486,00320211930109,77,0243
000170,00320211930109,68,0243
001151,00320211930109,71,0243
000714,00320211930109,87,0243
000821,00320211930109,84,0243
000043,00320211930109,87,0243
000961,00320211930109,77,0243
000743,00320211930109,80,0243
001444,00320211930109,69,0243
000444,00320211930109,68,0243
000843,00320211930109,71,0243
000633,00320211930109,90,0243
000272,00320211930109,74,0243
000944,00320211930109,61,0243
000922,00320211930109,74,0243
000617,00320211930109,80,0243
000711,00320211930109,64,0243
000668,00320211930109,80,0243
000012,00120211740156,83,0248
000718,00120211740156,77,0248
001100,00120211740156,82,0248
000785,00120211740156,79,0248
000686,00120211740156,76,0248
001296,00120211740156,76,0248
000324,00120211740156,76,0248
001156,00120211740156,87,0248
000289,00120211740156,77,0248
000773,00120211740156,80,0248
000715,00120211740156,77,0248
001222,00120211740156,85,0248
001008,00120211740156,80,0248
000136,00120211740156,79,0248
001442,00120211740156,65,0248
000958,00120211740156,82,0248
000859,00120211740156,86,0248
001030,00120211740156,86,0248
000249,00120211740156,83,0248
000383,00120211740156,82,0248
000071,00120211740156,85,0248
000302,00120211740156,69,0248
000973,00120211740156,80,0248
001062,00120211740156,73,0248
000653,00120211740156,76,0248
000621,00120211740156,75,0248
000530,00120211740156,75,0248
000121,00120211740156,81,0248
001286,00120211740156,73,0248
000474,00120211740156,81,0248
000301,00120211740156,77,0248
000800,00120211740156,78,0248
000011,00120211740156,82,0248
001434,00120211740156,72,0248
001397,00120211740156,81,0248
001404,00120211740156,78,0248
001143,00120211740156,81,0248
000009,00120211740156,74,0248
001258,00120211740156,73,0248
000198,00120211740156,78,0248
000659,00120211740156,74,0248
000527,00120211740156,77,0248
001223,00120211740156,73,0248
000261,00120211740156,80,0248
000631,00120211740156,66,0248
000654,00120211740156,92,0248
000541,00120211740156,70,0248
001083,00120211740156,78,0248
000275,00120211740156,79,0248
001014,00120211740156,71,0248
000670,00120211740156,77,0248
000513,00120211740156,76,0248
000820,00120211740156,66,0248
000995,00120211740156,81,0248
000506,00120211740156,83,0248
001322,00120211740156,74,0248
001247,00120211740156,81,0248
000419,00120211740156,81,0248
001099,00120211740156,78,0248
001059,00120211740156,80,0248
000088,00120211740156,78,0248
001115,00120211740156,73,0248
000734,00120211740156,68,0248
000265,00120211740156,65,0248
001019,00120211740156,68,0248
000246,00120211740156,81,0248
000435,00120211740156,78,0248
001275,00120211740156,81,0248
000313,00120211740156,89,0248
000872,00120211740156,85,0248
000560,00120211740156,77,0248
000603,00120211740156,84,0248
000661,00120211740156,70,0248
001428,00120211740156,74,0248
000667,00120211740156,75,0248
001409,00120211740156,78,0248
001136,00120211740156,77,0248
001306,00120211740156,82,0248
001020,00120211740156,88,0248
000626,00120211740156,83,0248
001259,00120211740156,68,0248
001366,00120211740156,73,0248
000217,00120211740156,76,0248
001016,00120211740156,79,0248
001304,00120211740156,67,0248
000988,00120211740156,64,0248
001035,00120211740156,74,0248
000194,00120211740156,79,0248
000167,00120211740156,77,0248
000183,00120211740156,72,0248
000764,00120211740156,83,0248
000831,00120211740156,73,0248
000481,00120211740156,71,0248
001240,00120211740156,72,0248
001362,00120211740156,82,0248
000643,00120211740156,73,0248
000463,00120211740156,71,0248
001228,00120211740156,84,0248
000325,00120211740156,81,0248
000934,00120211740156,81,0248
001161,00120211740156,81,0248
001420,00120211740156,85,0248
000538,00120211740156,82,0248
000486,00120211740156,84,0248
000177,00120211740156,69,0248
000539,00120211740156,79,0248
000822,00120211740156,76,0248
000893,00120211740156,82,0248
000881,00120211740156,83,0248
000287,00120211740156,74,0248
001423,00120211740156,81,0248
000928,00120211740156,65,0248
000241,00120211740156,77,0248
000080,00120211740156,79,0248
000427,00120211740156,69,0248
000456,00120211740156,71,0248
000871,00120211740156,68,0248
001044,00120211740156,76,0248
000608,00120211740156,74,0248
001163,00120211740156,68,0248
001110,00120211740156,76,0248
001141,00120211740156,72,0248
000035,00120211740156,77,0248
000396,00120211740156,82,0248
001193,00120211740156,77,0248
001007,00120211740156,88,0248
000371,00120211740156,90,0248
000441,00120211740156,71,0248
001069,00120211740156,79,0248
000846,00120211740156,71,0248
000611,00120211740156,76,0248
000208,00120211740156,76,0248
001135,00120211740156,73,0248
000379,00120211740156,87,0248
000405,00120211740156,88,0248
001325,00120211740156,69,0248
000344,00120211740156,83,0248
000364,00120211740156,81,0248
001406,00120211740156,84,0248
000495,00120211740156,56,0248
000424,00120211740156,80,0248
000423,00120211740156,77,0248
000160,00120211740156,76,0248
000286,00120211740156,82,0248
000502,00120211740156,87,0248
000395,00120211740156,77,0248
000658,00120211740156,69,0248
000254,00120211740156,77,0248
001132,00120211740156,82,0248
000330,00120211740156,87,0248
001068,00120211740156,74,0248
000542,00120211740156,74,0248
000590,00120211740156,83,0248
000159,00120211740156,75,0248
000584,00120211740156,84,0248
000882,00120211740156,76,0248
001398,00120211740156,71,0248
000550,00120211740156,74,0248
000860,00120211740156,76,0248
000417,00120211740156,85,0248
000418,00120211740156,89,0248
000333,00120211740156,76,0248
000085,00120211740156,80,0248
001106,00120211740156,75,0248
000598,00120211740156,75,0248
000117,00120211740156,87,0248
000543,00120211740156,76,0248
000657,00120211740156,83,0248
000440,00120211740156,72,0248
000186,00120211740156,78,0248
000133,00120211740156,74,0248
001052,00120211740156,72,0248
001279,00120211740156,82,0248
001203,00120211740156,77,0248
001334,00120211740156,74,0248
000316,00120211740156,80,0248
000227,00120211740156,86,0248
000922,00120211740156,74,0248
000600,00120211740156,75,0248
000760,00120211740156,90,0248
000370,00120211740156,81,0248
000828,00120211740156,66,0248
001116,00120211740156,72,0248
000003,00120211740156,89,0248
000561,00120181554999,69,0311
000141,00120181554999,80,0311
000782,00120181554999,82,0311
000372,00120181554999,77,0311
000257,00120181554999,87,0311
000583,00120181554999,73,0311
001166,00120181554999,82,0311
000927,00120181554999,61,0311
000799,00120181554999,76,0311
000493,00120181554999,76,0311
001242,00120181554999,83,0311
000070,00120181554999,75,0311
001294,00120181554999,78,0311
000691,00120181554999,72,0311
000317,00120181554999,92,0311
001008,00120181554999,80,0311
000656,00120181554999,75,0311
000742,00120181554999,75,0311
000794,00120181554999,84,0311
000578,00120181554999,86,0311
000299,00120181554999,83,0311
000864,00120181554999,82,0311
000854,00120181554999,88,0311
000536,00120181554999,67,0311
001164,00120181554999,81,0311
000768,00120181554999,74,0311
000452,00120181554999,92,0311
000322,00120181554999,57,0311
000621,00120181554999,72,0311
000530,00120181554999,71,0311
001309,00120181554999,78,0311
000121,00120181554999,81,0311
001286,00120181554999,73,0311
000890,00120181554999,73,0311
000164,00120181554999,74,0311
000800,00120181554999,81,0311
000011,00120181554999,72,0311
001397,00120181554999,76,0311
001143,00120181554999,77,0311
000009,00120181554999,78,0311
000401,00120181554999,65,0311
000242,00120181554999,77,0311
001217,00120181554999,70,0311
000954,00120181554999,73,0311
000659,00120181554999,77,0311
000527,00120181554999,81,0311
000046,00120181554999,69,0311
000669,00120181554999,68,0311
001149,00120181554999,91,0311
000275,00120181554999,80,0311
001014,00120181554999,70,0311
001199,00120181554999,76,0311
001405,00120181554999,79,0311
000801,00120181554999,80,0311
000613,00120181554999,77,0311
000820,00120181554999,67,0311
000995,00120181554999,80,0311
001247,00120181554999,81,0311
001281,00120181554999,72,0311
000918,00120181554999,72,0311
000419,00120181554999,79,0311
000946,00120181554999,83,0311
001099,00120181554999,79,0311
001059,00120181554999,79,0311
000811,00120181554999,72,0311
001115,00120181554999,71,0311
000883,00120181554999,80,0311
000274,00120181554999,81,0311
001019,00120181554999,68,0311
001054,00120181554999,80,0311
000752,00120181554999,72,0311
000246,00120181554999,76,0311
000435,00120181554999,78,0311
000014,00120181554999,85,0311
001103,00120181554999,87,0311
001275,00120181554999,74,0311
000313,00120181554999,85,0311
000509,00120181554999,81,0311
000234,00120181554999,82,0311
001361,00120181554999,77,0311
000100,00120181554999,88,0311
000244,00120181554999,79,0311
001076,00120181554999,80,0311
000603,00120181554999,86,0311
000661,00120181554999,69,0311
001306,00120181554999,81,0311
001020,00120181554999,94,0311
000489,00120181554999,79,0311
000217,00120181554999,71,0311
000429,00120181554999,82,0311
000988,00120181554999,70,0311
000725,00120181554999,84,0311
000764,00120181554999,86,0311
000831,00120181554999,68,0311
000481,00120181554999,75,0311
001240,00120181554999,73,0311
001028,00120181554999,79,0311
001152,00120181554999,83,0311
000122,00120181554999,77,0311
000463,00120181554999,66,0311
001228,00120181554999,84,0311
000610,00120181554999,81,0311
001311,00120181554999,70,0311
001408,00120181554999,76,0311
000325,00120181554999,82,0311
000683,00120181554999,82,0311
000934,00120181554999,82,0311
001161,00120181554999,83,0311
001420,00120181554999,82,0311
000740,00120181554999,86,0311
000538,00120181554999,85,0311
001353,00120181554999,75,0311
000555,00120181554999,78,0311
000137,00120181554999,69,0311
001339,00120181554999,87,0311
000486,00120181554999,71,0311
000822,00120181554999,74,0311
001182,00120181554999,83,0311
000893,00120181554999,73,0311
000721,00120181554999,71,0311
000885,00120181554999,78,0311
000501,00120181554999,76,0311
001151,00120181554999,73,0311
000672,00120181554999,75,0311
000295,00120181554999,81,0311
001312,00120181554999,80,0311
000969,00120181554999,86,0311
000235,00120181554999,72,0311
001159,00120181554999,71,0311
000936,00120181554999,75,0311
001129,00120181554999,76,0311
001318,00120181554999,76,0311
000427,00120181554999,68,0311
001260,00120181554999,69,0311
000075,00120181554999,78,0311
001044,00120181554999,84,0311
000608,00120181554999,66,0311
001163,00120181554999,66,0311
001110,00120181554999,75,0311
001141,00120181554999,76,0311
000900,00120181554999,86,0311
000396,00120181554999,82,0311
001193,00120181554999,80,0311
000507,00120181554999,89,0311
001414,00120181554999,73,0311
000858,00120181554999,66,0311
001081,00120181554999,72,0311
000441,00120181554999,71,0311
000091,00120181554999,75,0311
000694,00120181554999,90,0311
000611,00120181554999,78,0311
000165,00120181554999,70,0311
000208,00120181554999,84,0311
000084,00120181554999,66,0311
000379,00120181554999,88,0311
001325,00120181554999,78,0311
000344,00120181554999,77,0311
001284,00120181554999,65,0311
001406,00120181554999,75,0311
001319,00120181554999,92,0311
000424,00120181554999,74,0311
000502,00120181554999,86,0311
000040,00120181554999,87,0311
001132,00120181554999,78,0311
001068,00120181554999,73,0311
000590,00120181554999,87,0311
000159,00120181554999,73,0311
001155,00120181554999,74,0311
000319,00120181554999,94,0311
001138,00120181554999,87,0311
000882,00120181554999,75,0311
000620,00120181554999,80,0311
001398,00120181554999,79,0311
000550,00120181554999,73,0311
001381,00120181554999,86,0311
000387,00120181554999,69,0311
000652,00120181554999,68,0311
000551,00120181554999,79,0311
000176,00120181554999,74,0311
000161,00120181554999,74,0311
001305,00120181554999,75,0311
000943,00120181554999,73,0311
000055,00120181554999,86,0311
001433,00120181554999,82,0311
000133,00120181554999,66,0311
001341,00120181554999,83,0311
000388,00120181554999,76,0311
000270,00120181554999,81,0311
000556,00120181554999,78,0311
000565,00120181554999,65,0311
001013,00120181554999,86,0311
000282,00120181554999,75,0311
001089,00120181554999,68,0311
000796,00120181554999,86,0311
000049,00120181554999,76,0311
000561,00420181730061,72,0018
000920,00420181730061,77,0018
000129,00420181730061,84,0018
001040,00420181730061,88,0018
000257,00420181730061,97,0018
